sku;title;descrFiscal;ean;dun;marca_original;classe;conservacao;pesoLiquido;pesoBruto;url
364169;LINGUIÇA TOSCANA PACOTE (5KG) - FRIELLA;A Linguiça Toscana em pacote (5kg) Friella é uma opção saborosa para grelhados e assados. Com quantidade mínima e máxima de 2 unidades por caixa, este produto congelado assegura frescor e praticidade na cozinha. Ideal para quem busca um sabor autêntico e uma refeição rica em tradição. Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789801733010;;FRIELLA;Suínos;Congelado;5 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-toscana-pacote-5kg-friella-industrializado-congelado/364169
364203;CARRÉ SUÍNO COM OSSO - ALIBEM;O Carré Suíno com Osso Alibem combina sabor, maciez e ótima apresentação. Indicado para assados, grelhados e receitas sofisticadas, é muito utilizado no varejo e no food service. Produto congelado, com padronização e excelente rendimento por peça. Origem: Suíno | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 4;;;ALIBEM;Suínos;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/carre-suino-com-osso-alibem-suino-congelado/364203
364296;COXINHA DA ASA DE FRANGO INTERFOLHADO - DIPLOMATA;A Coxinha da Asa de Frango Interfolhada Diplomata é prática e saborosa, ideal para preparos em grande volume. Congelada e embalada com qualidade, garante rendimento e padronização no preparo. Produto perfeito para restaurantes, churrascarias, rotisseries e estabelecimentos que valorizam agilidade sem abrir mão do sabor. Ideal para o seu negócio. Origem: Ave;0789814904006;;DIPLOMATA;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxinha-da-asa-de-frango-interfolhado-diplomata-ave-congelado/364296
364321;PICANHA A SEM PELE MATURADA (ABAIXO DE 1,3KG) URUGUAIA - FRIGOYI;A Picanha A Frigoyi Sem Pele Maturada (abaixo de 1,3kg) é um corte macio, ideal para churrascos. Com certificação uruguaia, garante frescor e qualidade. Disponível em caixas com quantidade mínima de 8 e máxima de 14, sempre em temperatura congelada, é perfeita para suas receitas. Origem: Bovino | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 14;;;FRIGOYI;Bovinos;Congelado;1.3 kg;13.000 kg (Caixa);https://www.friboionline.com.br/product/picanha-a-sem-pele-maturada-abaixo-de-1-3kg-uruguaia-frigoyi-bovino-congelado/364321
364322;PICANHA B SEM PELE MATURADA URUGUAIA - FRIGOYI;A Picanha Frigoyi Sem Pele Maturada Uruguaia é um corte de alta qualidade, ideal para grelhados. Com peso acima de 1,3 kg, é certificada pelo Uruguai, assegurando frescor e sabor. Disponível em embalagens com quantidade mínima de 8 e máxima de 12, mantida em temperatura congelada. Origem: Bovino | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 12;;;FRIGOYI;Bovinos;Congelado;1.3 kg;14.000 kg (Caixa);https://www.friboionline.com.br/product/picanha-sem-pele-maturada-uruguaia-frigoyi-bovino-congelado/364322
364323;FILÉ DE COSTELA URUGUAIA (ACIMA DE 2,0KG) MATURADA - FRIGOYI;O Filé de Costela Uruguaia Frigoyi é um corte maturado, com elevado marmoreio e sabor intenso. Ideal para churrasco premium e preparações especiais. Produto bovino congelado, certificado de origem uruguaia, garantindo qualidade superior e constância no padrão. Origem: Bovino;;;FRIGOYI;Bovinos;Congelado;2.0 kg;30.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-costela-uruguaia-acima-de-20kg-maturada-frigoyi-bovino-congelado/364323
364382;SOBREPALETA SUÍNA SEM OSSO - FRIELLA;A Sobrepaleta Suína Sem Osso Friella é um corte suculento, perfeito para assados e cozidos. Com uma quantidade mínima de 10 e máxima de 20 por caixa, é um produto congelado que garante frescor e qualidade. Ideal para quem busca um sabor diferenciado em suas receitas. Origem: Suíno | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 20;;;FRIELLA;Bovinos;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/sobrepaleta-suina-sem-osso-friella-suino-congelado/364382
364395;COXINHA DA ASA PACOTE - LAR;A Coxinha da Asa em pacote Lar é uma opção prática e deliciosa, ideal para frituras e assados. Com embalagem de 16 a 25 unidades, oferece frescor e qualidade. Produto congelado que mantém suas características, perfeito para lanches e refeições rápidas. Origem: Ave | Quantidade Mínima da Caixa: 16 | Quantidade Máxima da Caixa: 25;;;LAR;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/coxinha-da-asa-pacote-lar-ave-congelado/364395
364399;SOBRECOXA DE FRANGO PACOTE - LAR;A Sobrecoxa de Frango Lar é um corte suculento e cheio de sabor, ideal para diversos pratos. Sua carne macia combina perfeitamente com temperos, tornando-se uma escolha popular para receitas assadas ou grelhadas. Disponível em embalagens com 20 a 23 unidades, este produto é congelado para garantir frescor e qualidade. Origem: Ave | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 23;;;LAR;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/sobrecoxa-de-frango-pacote-lar-ave-congelado/364399
364400;FILÉ DE PEITO DE FRANGO SEM SASSAMI PACOTE - LAR;O Filé de Peito de Frango sem Sassami LAR oferece maciez, padronização e alto rendimento. Ideal para grelhados, empanados, cubos e preparações industriais. Produto congelado em pacote, amplamente utilizado no food service e no varejo alimentar. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;;;LAR;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-de-frango-sem-sassami-pacote-lar-ave-congelado/364400
364479;FILÉ DE PEITO SEM SASSAMI PACOTE - CANÇÃO;O filé de peito de frango sem sassami congelado em pacotes é perfeito para estabelecimentos que necessitam de cortes padronizados e prontos para preparo rápido. Mantém suculência, sabor e textura uniforme, sendo ideal para grelhar, assar ou preparar pratos elaborados de forma eficiente. Origem: Ave | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 18;;;CANÇAO;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-sem-sassami-pacote-cancao-ave-congelado/364479
364537;FRANGO À PASSARINHO PACOTE IQF - LAR;O Frango à Passarinho Pacote IQF Lar é um produto congelado de alta qualidade, ideal para bares, restaurantes e food service. Embalado em pacotes individuais, mantém sabor, textura e frescor, fornecido em caixas de 15 unidades, pronto para preparo rápido e uniforme. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;0789641970163;;LAR;Aves;Congelado;;15.000 kg (Caixa);https://www.friboionline.com.br/product/frango-a-passarinho-pacote-iqf-lar-ave-congelado/364537
364609;PICANHA A URUGUAIA (ACIMA DE 1,7KG) - LAS MORAS;A picanha uruguaia é um corte nobre, com capa de gordura que intensifica o sabor e a suculência. Ideal para churrasco, oferece excelente rendimento e cortes padronizados, com alta qualidade e maciez. Origem: Bovino | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 12;;;LAS MORAS;Bovinos;Congelado;1.7 kg;13.000 kg (Caixa);https://www.friboionline.com.br/product/picanha-a-sem-pele-acima-de-1-7kg-uruguaia-las-moras-bovino-congelado/364609
364662;FILÉZINHO SASSAMI IQF PACOTE (1KG) - LAR;O Filézinho Sassami IQF Lar é um corte de frango leve, macio e versátil, congelado individualmente para facilitar o manuseio e reduzir desperdícios. Ideal para grelhados, empanados, saladas e pratos rápidos, atende perfeitamente o food service e o varejo. Com padrão Lar, oferece qualidade, segurança e praticidade, sendo uma excelente escolha em proteína de ave. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;0789641971423;;LAR;Aves;Congelado;1 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-sassami-iqf-pacote-1kg-lar-ave-congelado/364662
364665;STEAK DE FRANGO (100G) - LAR;O Steak de Frango LAR 100g é prático, padronizado e pronto para preparo rápido. Ideal para grelha, chapa ou forno, atende operações de alto giro como restaurantes, lanchonetes e refeitórios. Produto congelado, garantindo segurança e eficiência operacional. Origem: Ave | Quantidade Mínima da Caixa: 60 | Quantidade Máxima da Caixa: 60;;;LAR;Aves;Congelado;100 g;6.000 kg (Caixa);https://www.friboionline.com.br/product/steak-de-frango-100g-lar-ave-congelado/364665
364707;MEIO DA ASA CONG INTERFOLHADO - CANÇÃO;O meio da asa de frango congelado interfolhado é um corte muito utilizado em preparações assadas, fritas ou grelhadas, oferecendo excelente rendimento e padronização. O sistema de congelamento preserva a textura, o sabor e a suculência da carne, facilitando o manuseio e o controle de porções. Ideal para receitas que exigem praticidade, qualidade e rapidez no preparo, mantendo alto padrão em cada utilização. Origem: Ave | Quantidade Mínima da Caixa: 1;;;CANÇAO;Aves;Congelado;;15.000 kg (Caixa);https://www.friboionline.com.br/product/meio-da-asa-cong-interfolhado-cancao-ave-congelado/364707
364710;COXA E SOBRECOXA INDIVIDUAL PACOTE - CANÇÃO;Coxa e Sobrecoxa Canção em pacote, porção prática e congelada, ideal para assados e frituras. Caixa com 18 pacotes, garantindo versatilidade no uso. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;;;CANÇAO;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-individual-pacote-cancao-ave-congelado/364710
364787;TIRINHAS EMPANADAS PACOTE (1,5KG) - LAR;Corte de ave congelado Lar, perfeito para grelhar ou assar. Sua textura suculenta e sabor marcante tornam este produto ideal para diversas receitas. A caixa contém 4 unidades, oferecendo a quantidade adequada para o seu consumo. Mantido congelado, preserva suas características naturais, garantindo uma refeição saborosa e de qualidade. Origem: Ave | Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789641971406;;LAR;Aves;Congelado;1.5 kg;6.000 kg (Caixa);https://www.friboionline.com.br/product/tirinhas-empanadas-pacote-1-5kg-lar-ave-congelado/364787
364790;EMPANITO DE FRANGO PACOTE (1,5KG) - LAR;EMPANITO DE FRANGO PACOTE (1,5KG) - LAR. Produto de frango empanado congelado, pronto para fritura. Ideal para bares, lanchonetes e restaurantes que buscam praticidade no food service. Origem: Ave | Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;;;LAR;Aves;Congelado;1.5 kg;6.000 kg (Caixa);https://www.friboionline.com.br/product/empanito-de-frango-pacote-1-5kg-lar-ave-congelado/364790
364830;FILÉ DE MERLUZA INTERFOLHADO (21KG) - TATURIELLO;O Filé de Merluza Interfolhado Taturiello (21kg) é um pescado de qualidade premium, congelado individualmente para preservar sabor e frescor. Excelente opção para restaurantes, peixarias e buffets que buscam qualidade e praticidade no preparo. Produto ideal para o seu negócio. Origem: Pescado;;;TATURIELLO;Pescados;Congelado;21 kg;21.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-merluza-interfolhado-21kg-taturiello-pescado-congelado/364830
364930;COXINHA DA ASA INDIVIDUAL PACOTE - PIONEIRO;A coxinha da asa individual congelada em pacotes é ideal para estabelecimentos que buscam cortes padronizados, prontos para preparo rápido. Mantém suculência, sabor e textura uniforme, sendo perfeita para frituras, assados ou grelhados, garantindo eficiência e consistência na cozinha. Origem: Ave | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 20;0789822806203;;PIONEIRO;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxinha-da-asa-individual-pacote-pioneiro-ave-congelado/364930
364944;FILÉZINHO SUÍNO - ALIBEM;O Filézinho Suíno Alibem é um corte macio e versátil, perfeito para grelhar ou refogar. Com sabor delicado e textura suculenta, é ideal para refeições rápidas ou pratos elaborados. A embalagem contém entre 11 e 13 peças, garantindo frescor em cada porção. Origem: Suíno | Quantidade Mínima da Caixa: 11 | Quantidade Máxima da Caixa: 13;0790897470149;;ALIBEM;Suínos;Congelado;;20.500 kg (Caixa);https://www.friboionline.com.br/product/filezinho-suino-alibem-suino-congelado/364944
364983;FILÉZINHO TEMPERADO E EMPANADO PRÉ-FRITO PACOTE (1,5KG) - LAR;O Filézinho Temperado e Empanado Pré-Frito da Lar é uma opção prática e saborosa para quem busca refeições rápidas. Com 1,5 kg de pura delícia, é perfeito para fritar ou assar, trazendo toda a crocância e sabor. A embalagem em pacote facilita o armazenamento e o uso, enquanto a quantidade mínima da caixa é de 4 unidades, ideal para atender a diversas necessidades. Com a temperatura congelada, o produto mantém suas características e frescor, garantindo sabor em cada refeição. Experimente e descubra como é fácil preparar um prato delicioso! Origem: Ave | Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789641971556;;LAR;Aves;Congelado;1.5 kg;6.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-temperado-e-empanado-pre-frito-pacote-1-5kg-lar-ave-congelado/364983
364995;CORVINA EM POSTA PACOTE (1KG) - LUZITANIA;A Corvina em Posta Luzitania é um pescado de sabor suave, ideal para grelhar ou assar. Com uma textura firme e versátil, proporciona uma experiência gastronômica única. Cada embalagem contém exatamente 15 postas, congeladas para manter frescor e qualidade. Origem: Pescado | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;0789844042034;;LUZITANIA;Aves;Congelado;1 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/corvina-em-posta-pacote-1kg-luzitania-pescado-congelado/364995
365030;SAMBIQUIRA PACOTE - LAR;A Sambiquira de Frango Lar é um corte muito apreciado em churrascos, grelhados e petiscos, conhecido pelo sabor intenso e suculência. Indicada para bares, restaurantes e operações de alto giro, garante qualidade, padronização e excelente aceitação do consumidor. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 21;;;LAR;Aves;Congelado;;17.000 kg (Caixa);https://www.friboionline.com.br/product/sambiquira-pacote-lar-ave-congelado/365030
365072;PERNIL SUÍNO SEM OSSO PORCIONADO - FRIALL;O Pernil Suíno Sem Osso Porcionado Friall é um corte suculento e prático, perfeito para assar ou cozinhar lentamente. Sua carne macia combina bem com temperos e acompanhamentos variados. A embalagem contém entre 12 e 15 peças, garantindo frescor e sabor em suas refeições. Origem: Suíno | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 15;0789461114922;;FRIALL;Suínos;Congelado;;26.000 kg (Caixa);https://www.friboionline.com.br/product/pernil-suino-sem-osso-porcionado-friall-suino-congelado/365072
365154;FILÉ DE PEITO COM SASSAMI PACOTE - GUIBON;O Filé de Peito com Sassami Guibon é um corte versátil, perfeito para grelhar ou preparar receitas variadas. Com textura macia e sabor delicado, é ideal para refeições leves e saudáveis. A embalagem contém entre 15 e 22 peças, garantindo frescor e qualidade em cada porção. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 22;0789893615238;;GUIBON;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-com-sassami-pacote-guibon-ave-congelado/365154
365156;PEITO DE FRANGO COM OSSO - GUIBON;O Peito de Frango com Osso Guibon é um corte saboroso e suculento, ideal para assados e cozidos. Com carne macia, é perfeito para diversas receitas. A embalagem contém entre 18 e 22 unidades, congeladas para assegurar frescor e qualidade. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 22;0789893615237;;GUIBON;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/peito-de-frango-com-osso-guibon-ave-congelado/365156
365188;BISTECA SUÍNA - FRIMESA;A Bisteca Suína Frimesa é um corte suculento e recheado de sabor, ideal para grelhar ou assar. Com textura tenra, é perfeita para refeições familiares. A embalagem contém exatamente 33 peças, congeladas para garantir frescor e qualidade. Origem: Suíno | Quantidade Mínima da Caixa: 33 | Quantidade Máxima da Caixa: 33;0789627592090;;FRIMESA;Suínos;Congelado;;5.000 kg (Caixa);https://www.friboionline.com.br/product/bisteca-suina-frimesa-suino-congelado/365188
